Year,Country,Trade_Value,Tariff_Rate,Tariff_Revenue_Actual,Trade_Value_Pred,Tariff_Revenue_Pred
2022,Togo,6224034,0.11972340425531915,745162.538680851,5222880.553556169,625301.0398906503
2023,Togo,7357724,0.11972340425531915,880891.7648510638,6450646.542145011,772293.3636734037
2024,Togo,7475775,0.11972340425531915,895025.2324468085,7168733.800477187,858265.2147933007
2022,Tokelau,24402,0.2056875,5019.186375,25916.995235434715,5330.8019574884775
2023,Tokelau,5915,0.2056875,1216.6415625,6047.4611233700025,1243.8871598131673
2024,Tokelau,3260,0.2056875,670.54125,3997.259823449325,822.1863799357329
2022,Tonga,832810,0.16695652173913045,139043.06086956523,812770.9610454342,135697.412626716
2023,Tonga,479882,0.16695652173913045,80119.4295652174,477856.6262733313,79781.28021259097
2024,Tonga,468877,0.16695652173913045,78282.07304347826,514056.84500799666,85825.14281872641
2022,Trinidad and Tobago,183714176,0.15669444444444444,28786990.744888887,193409366.6840993,30306173.26291678
2023,Trinidad and Tobago,171519524,0.15669444444444444,26876156.524555556,176018793.25436994,27581167.020775024
2024,Trinidad and Tobago,164620626,0.15669444444444444,25795137.535166666,166642936.24728075,26112022.31585863
2022,Tunisia,40481335,0.16151190476190477,6538217.523154763,36688366.600746244,5925607.972289575
2023,Tunisia,30511411,0.16151190476190477,4927956.107583334,30840639.637007397,4981130.451848564
2024,Tunisia,31017634,0.16151190476190477,5009717.14854762,31164361.46307524,5033415.380589783
2022,Turkey,1573300182,0.15017525773195878,236270760.32158765,1458547928.254397,219037811.0400186
2023,Turkey,1019737845,0.15017525773195878,153139393.69190723,1121970894.2357907,168492268.20961612
2024,Turkey,1051484633,0.15017525773195878,157906975.7619691,1072842503.7589856,161114399.50780562
2022,Turkmenistan,2939612,0.19090909090909092,561198.6545454545,2739751.804015448,523043.526221131
2023,Turkmenistan,105812,0.19090909090909092,20200.47272727273,111294.21090475665,21247.076627271726
2024,Turkmenistan,1079651,0.19090909090909092,206115.19090909092,1156621.804001986,220809.6171276519
2022,Turks and Caicos Islands,330399,0.1719736842105263,56819.93328947368,337909.55088760465,58111.55039606569
2023,Turks and Caicos Islands,417699,0.1719736842105263,71833.23592105263,400974.9078906604,68957.13218593331
2024,Turks and Caicos Islands,287038,0.1719736842105263,49362.98236842105,295766.2562219088,50864.01274763615
2022,Tuvalu,13906,0.17222222222222222,2394.922222222222,11338.600710685709,1952.7590112847608
2023,Tuvalu,18162,0.17222222222222222,3127.9,16158.077030109698,2782.7799329633367
2024,Tuvalu,8545,0.17222222222222222,1471.638888888889,8039.825493430309,1384.636612757442
2022,Uganda,6681397,0.1322753623188406,883784.2089710146,5875943.900701174,777242.6084304292
2023,Uganda,5051198,0.1322753623188406,668149.045594203,4654954.817866811,615735.8351111651
2024,Uganda,5469579,0.1322753623188406,723490.5439565219,5190402.035006773,686562.3097609684
2022,Ukraine,60112885,0.14964516129032257,8995602.371451613,63778733.72497325,9544178.895166157
2023,Ukraine,37607496,0.14964516129032257,5627779.804645161,45187580.734317295,6762102.807306385
2024,Ukraine,42973979,0.14964516129032257,6430848.0187419355,43378075.02654689,6491319.033811322
2022,United Arab Emirates,404806677,0.14496875,58684317.956343755,381022572.40501106,55236366.04333895
2023,United Arab Emirates,291352063,0.14496875,42236944.38303125,317598381.00902486,46041840.296902075
2024,United Arab Emirates,322181594,0.14496875,46706262.9551875,333787456.9652993,48388750.40193824
2022,United Kingdom,1384659055,0.14864285714285713,205819678.10392857,1336371180.9770353,198642030.54380074
2023,United Kingdom,1198378411,0.14864285714285713,178130390.94935712,1219062835.0768323,181204982.84249198
2024,United Kingdom,1186089198,0.14864285714285713,176303687.21699998,1199311152.656893,178269036.33421388
2022,Uruguay,64588842,0.14964285714285713,9665258.856428571,56358357.81962014,8433625.688007442
2023,Uruguay,39881418,0.14964285714285713,5967969.3364285715,41187457.64245391,6163408.84006721
2024,Uruguay,47588089,0.14964285714285713,7121217.603928571,47698134.42813912,7137685.116210818
2022,Uzbekistan,2023026,0.1441470588235294,291613.2478235294,1855121.2328823952,267410.26948107703
2023,Uzbekistan,1863867,0.1441470588235294,268670.9460882353,1760556.78945951,253779.08309238407
2024,Uzbekistan,1974257,0.1441470588235294,284583.3399117647,1917427.9935630776,276391.60577801894
2022,Vanuatu,336799,0.1493103448275862,50287.574827586206,343147.8970472469,51235.53083498549
2023,Vanuatu,407718,0.1493103448275862,60876.51517241379,393500.36739146104,58753.67554500091
2024,Vanuatu,534100,0.1493103448275862,79746.6551724138,471747.7750253683,70436.82296068431
2022,Vatican City,61166,0.18846153846153849,11527.438461538462,60344.8711931046,11372.687263315867
2023,Vatican City,6207,0.18846153846153849,1169.7807692307695,6383.090864147238,1202.9671243969797
2024,Vatican City,7814,0.18846153846153849,1472.6384615384618,10247.186071241165,1931.2004518877584
2022,Venezuela,36308429,0.1444666666666667,5245357.709533334,33432901.28522813,4829939.805672624
2023,Venezuela,230684681,0.1444666666666667,33326246.91513334,182810129.04479864,26409969.97600525
2024,Venezuela,329296685,0.1444666666666667,47572394.42633334,289588640.09044206,41835905.538399205
2022,Vietnam,8345966915,0.14864285714285713,1240568367.8653572,7070283445.843535,1050947132.2000283
2023,Vietnam,4501623131,0.14864285714285713,669134123.9722142,4825619450.250119,717293862.5693213
2024,Vietnam,5912390675,0.14864285714285713,878834642.4767857,5592979659.836924,831356476.5800455
2022,Wallis and Futuna,8548,0.19545454545454544,1670.7454545454543,8079.962873563151,1579.2654707418885
2023,Wallis and Futuna,426,0.19545454545454544,83.26363636363635,560.7895428644046,109.60886519622451
2024,Wallis and Futuna,2690,0.19545454545454544,525.7727272727273,3456.5346753294602,675.5954138143944
2022,West Bank,1787544,0.14375,256959.44999999998,1625584.681376812,233677.79794791673
2023,West Bank,1796695,0.14375,258274.90624999997,1618969.3180005876,232726.83946258447
2024,West Bank,1421701,0.14375,204369.51875,1480060.9876570136,212758.76697569567
2022,Yemen,517911,0.14796551724137932,76632.96900000001,457465.7032617225,67689.14940331213
2023,Yemen,513120,0.14796551724137932,75924.06620689656,463385.0944260752,68565.01517869961
2024,Yemen,412792,0.14796551724137932,61078.981793103456,403402.6906899941,59689.68778450913
2022,Zambia,3647702,0.1430925925925926,521959.1361851852,3554717.4858528655,508653.7409849091
2023,Zambia,3855434,0.1430925925925926,551684.0466296297,3814303.5395466494,545798.5824088326
2024,Zambia,2347376,0.1430925925925926,335892.1176296297,2476014.648450702,354299.3553440477
2022,Zimbabwe,3260914,0.1691111111111111,551456.7897777777,2760958.7016689237,466908.7937711224
2023,Zimbabwe,4766128,0.1691111111111111,806005.2017777778,4354006.798701527,736310.927513747
2024,Zimbabwe,1694838,0.1691111111111111,286615.9373333333,1890792.4813562112,319754.0174026837
